PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0034_01,Europa,True,D/1/S,55 Cancri e,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True
0035_01,Mars,False,D/1/P,55 Cancri e,0.2911392405063291,False,0.054721853842395474,0.032334887465199746,0.0,0.04244019992859693,0.0,Luse Butte,False
0036_01,Earth,False,F/8/S,55 Cancri e,0.18987341772151897,False,0.0,0.016502867876429746,0.002043248765537204,0.0008925383791503035,0.01661625160568516,Marina Leodger,False
0038_01,Earth,False,F/10/S,55 Cancri e,0.25316455696202533,False,0.03866824876108048,0.006540770804682521,0.0,0.11629775080328454,0.0,Loise Wheelez,False
0039_01,Earth,True,G/1/P,55 Cancri e,0.37974683544303794,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False
0041_01,Earth,True,G/2/P,TRAPPIST-1e,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True
0043_01,Europa,False,B/3/P,TRAPPIST-1e,0.569620253164557,False,0.0,0.005500955958809915,0.0019155457176911288,0.1120581935023206,0.03542866614179754,Ankalik Cylistrand,False
0044_01,Earth,True,G/3/P,TRAPPIST-1e,0.6962025316455696,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False
0044_02,Earth,True,G/3/P,55 Cancri e,0.05063291139240506,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True
0044_03,Earth,True,G/3/P,PSO J318.5-22,0.26582278481012656,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True
0045_01,Mars,False,F/10/P,TRAPPIST-1e,0.26582278481012656,False,0.06770433447337196,0.0,0.007662182870764515,0.0,0.002651970331081921,Zelowl Chmad,False
0045_02,Mars,True,F/10/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True
0050_01,Earth,False,E/1/S,55 Cancri e,0.4430379746835443,False,0.05514064354016891,0.0,0.0,0.0,0.0,Sony Lancis,False
0051_01,Earth,False,E/2/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.003756750410894576,0.0,0.061540521242413423,0.005262503625740687,Vivia Johnshines,False
0052_01,Earth,False,G/6/S,TRAPPIST-1e,0.34177215189873417,False,0.0002791931318489565,0.0,8.513536523071684e-05,0.20898786147804357,0.0,Elaney Hubbarton,False
0053_01,Earth,False,F/11/S,TRAPPIST-1e,0.31645569620253167,False,0.0,0.0,0.08249616890856461,0.0,4.1437036423155016e-05,Elson Hickerson,True
0056_01,Europa,False,A/1/S,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True
0056_02,Europa,True,A/1/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True
0056_03,Europa,False,A/1/S,TRAPPIST-1e,0.34177215189873417,False,0.019473720946464716,0.020293160701707308,0.1436233611442193,0.01276329882184934,0.00012431110926946505,Zinoces Tractive,True
0058_01,Earth,True,G/7/S,PSO J318.5-22,0.45569620253164556,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False
0061_01,Earth,False,F/12/S,TRAPPIST-1e,0.27848101265822783,False,0.003140922733300761,0.03676248616375406,0.006300017027073046,0.0614512674044984,4.1437036423155016e-05,Shanya Salez,False
0062_01,Earth,False,F/13/S,TRAPPIST-1e,0.7848101265822784,False,0.0,0.019857109314728474,0.0,0.000758657622277758,0.0010359259105788754,Sterry Greeves,False
0064_01,Mars,True,F/14/S,TRAPPIST-1e,0.18987341772151897,False,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True
0064_02,Earth,True,E/3/S,TRAPPIST-1e,0.4177215189873418,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True
0066_01,Earth,False,G/6/P,TRAPPIST-1e,0.7848101265822784,False,6.979828296223913e-05,0.005131989400597055,0.008385833475225608,0.0,0.019061036754651307,Diandy Pecketton,False
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True
0067_02,Earth,False,G/10/S,TRAPPIST-1e,0.22784810126582278,False,6.979828296223913e-05,0.00865394291081072,0.018985186446449854,0.0,0.0,Celine Leeves,True
0067_03,Earth,False,F/15/S,55 Cancri e,0.26582278481012656,False,0.13582745864451734,0.0012410693321705296,0.0,0.0,0.0009944888741557204,Velyne Leeves,False
0068_01,Mars,False,E/4/S,TRAPPIST-1e,0.34177215189873417,False,0.055350038389055625,0.0,8.513536523071684e-05,0.01129061049625134,0.0,Cinst Binie,False
0069_01,Earth,False,F/16/S,TRAPPIST-1e,0.5316455696202531,False,0.06191107698750611,0.0,0.00038310914353822576,0.00026776151374509105,0.0,Alraium Disivering,True
0070_01,Earth,False,F/13/P,TRAPPIST-1e,0.24050632911392406,False,0.013261673762825435,0.0,0.0002128384130767921,4.4626918957515175e-05,0.03008328844321054,Meremy Brighttt,False
0071_01,Earth,False,F/14/P,TRAPPIST-1e,0.21518987341772153,False,0.001116772527395826,0.07261932713916748,0.0,0.0,0.002154725894004061,Nelly Dillines,False
0072_01,Earth,False,F/17/S,TRAPPIST-1e,0.17721518987341772,False,0.0,3.3542414382987286e-05,0.0,0.0,0.04404756971781378,Thell Brantuarez,False
0073_01,Mars,False,D/3/P,PSO J318.5-22,0.46835443037974683,False,0.0032107210162629998,0.002784020393787945,0.03141494977013451,0.0,0.0004972444370778602,Gorn Make,False
0074_01,Europa,False,C/3/S,TRAPPIST-1e,0.5316455696202531,False,6.979828296223913e-05,0.28165565357394423,0.0,0.0,0.020967140430116438,Aldibah Mostedry,True
0076_01,Mars,False,F/18/S,TRAPPIST-1e,0.34177215189873417,False,0.010260347595449151,0.0,0.04333390090243487,0.0,0.0,Conk Dal,True
0077_01,Mars,False,F/15/P,TRAPPIST-1e,0.35443037974683544,False,0.0009771759614713477,0.0,0.05512514898688915,0.0,0.0,Pon Blité,True
0078_01,Europa,False,C/4/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.19588769999664576,0.0,0.014325240985362371,0.4000331496291385,Spuri Pokerheed,False
0081_01,Earth,True,G/13/S,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False
0082_01,Mars,False,F/16/P,TRAPPIST-1e,0.5316455696202531,False,0.516926083618343,0.0,0.0,0.0,0.0,Totse Datte,False
0082_02,Mars,True,F/16/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True
0082_03,Mars,False,F/16/P,TRAPPIST-1e,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True
0084_01,Earth,False,G/14/S,TRAPPIST-1e,0.3037974683544304,False,0.04802121867802052,0.0,0.0,0.0,0.0007044296191936353,Coren Coopezmaney,True
0085_01,Europa,True,C/5/S,TRAPPIST-1e,0.5063291139240507,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True
0086_01,Earth,False,F/17/P,TRAPPIST-1e,0.5443037974683544,False,0.014727437705032456,0.0,0.0,0.028471974294894682,0.021257199685078523,Jodye Kinson,False
0088_01,Mars,True,E/5/S,PSO J318.5-22,0.569620253164557,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True
0090_01,Earth,True,G/15/S,TRAPPIST-1e,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True
0091_01,Earth,True,G/16/S,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True
0091_02,Earth,False,F/20/S,TRAPPIST-1e,0.34177215189873417,False,6.979828296223913e-05,0.023379062824942138,0.001319598161076111,0.008389860764012854,0.0,Tinez Yorkland,False
0092_01,Earth,False,G/9/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.02852034735229014,4.4626918957515175e-05,0.0014088592383872706,Gracy Dunnisey,False
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True
0092_03,Earth,True,G/9/P,TRAPPIST-1e,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True
0097_01,Europa,False,A/2/S,TRAPPIST-1e,0.6835443037974683,False,0.0,0.04051923657464864,0.0,0.00013388075687254553,0.026395392201549746,Alchium Fictful,False
0098_01,Earth,False,G/11/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.028712306711837117,0.0002128384130767921,0.0014280614066404856,0.0,Doria Carezquez,False
0098_02,Earth,False,G/11/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.09428772683057726,0.04073727226289801,0.0,0.0036050221688144865,Leence Carezquez,True
0099_01,Earth,False,F/19/P,PSO J318.5-22,0.2911392405063291,False,0.02170726600125637,0.014322610941535571,0.022390601055678527,0.0016511960014280614,0.0,Aliey Leetersoney,False
0099_02,Earth,False,G/12/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True
0101_01,Mars,True,G/734/S,TRAPPIST-1e,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True
0102_01,Earth,False,F/23/S,TRAPPIST-1e,0.22784810126582278,False,0.0,0.0,0.0,0.037040342734737594,0.0037707703145071062,Ritany Holson,False
0103_01,Earth,False,F/24/S,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0007044296191936353,Arlen Mclainez,True
0103_02,Earth,True,G/18/S,55 Cancri e,0.11392405063291139,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True
0103_03,Earth,True,G/18/S,TRAPPIST-1e,0.0759493670886076,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False
0105_01,Earth,False,F/21/P,TRAPPIST-1e,0.34177215189873417,False,0.0,0.0,0.024263579090754297,8.925383791503035e-05,0.005428251771433307,Carry Cleachrand,False
0107_01,Mars,False,D/2/S,TRAPPIST-1e,0.26582278481012656,False,0.1216584072031828,0.00016771207191493645,0.0007236506044610931,0.0,0.0,Coobix Hart,False
0108_01,Earth,True,G/19/S,TRAPPIST-1e,0.2911392405063291,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False
0108_02,Earth,False,G/19/S,TRAPPIST-1e,0.3924050632911392,False,0.03922663502477839,0.0,0.013877064532606844,0.0,0.0,Alraium Disivering,False
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True
0110_01,Europa,False,G/734/S,TRAPPIST-1e,0.4050632911392405,False,0.0,0.013752389897024788,0.0002554060956921505,0.1753391645840771,0.03165789582729043,Graviph Aloubtled,False
0110_02,Europa,False,B/5/P,TRAPPIST-1e,0.5063291139240507,False,0.0,0.011102539160768792,0.0,0.0,0.06990428044586251,Aldeba Bootious,False
0110_03,Europa,False,B/5/P,TRAPPIST-1e,0.5316455696202531,False,0.15418440706358624,0.3829872874249488,0.0,0.08336308461263835,0.018439481208303982,Alaratz Aloubtled,True
0110_04,Europa,True,B/5/P,TRAPPIST-1e,0.35443037974683544,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True
0111_01,Europa,True,E/6/S,TRAPPIST-1e,0.3670886075949367,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True
0112_01,Europa,False,B/1/S,55 Cancri e,0.6075949367088608,True,0.0,0.08509710528963875,0.003703388387536182,0.000758657622277758,0.0005386814735010153,Moth Cowtale,True
0113_01,Earth,False,F/23/P,TRAPPIST-1e,0.810126582278481,False,0.0,0.0,0.03422441682274817,0.0,0.0,Idary Carvis,True
0114_01,Earth,False,G/20/S,TRAPPIST-1e,0.34177215189873417,False,0.005723459202903608,0.005266159058129004,0.018261535841988762,0.010621206711888612,4.1437036423155016e-05,Maura Beckerson,False
0115_01,Mars,False,F/24/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True
0116_01,Europa,False,D/4/P,TRAPPIST-1e,0.4177215189873418,False,6.979828296223913e-05,0.07456478717338073,0.0,0.0005355230274901821,0.016740562714954627,Alhenah Suptive,True
0119_01,Earth,False,A/0/P,TRAPPIST-1e,0.49367088607594933,False,0.0,0.0786234193137222,0.0,0.002900749732238486,0.2858326772469233,Batan Coning,False
0119_02,Europa,True,A/0/P,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True
0120_01,Mars,True,F/25/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True
0122_01,Earth,False,G/21/S,TRAPPIST-1e,0.3670886075949367,False,0.0,0.0,0.0,0.03119421635130311,0.003066340695313471,Shelle Hayder,False
0123_01,Earth,False,F/27/P,TRAPPIST-1e,0.22784810126582278,False,0.003838905562923152,0.02002482138664341,0.0020858164481525627,0.0,4.1437036423155016e-05,Iree Fielson,False
0126_01,Mars,True,F/27/S,TRAPPIST-1e,0.8481012658227848,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True
0127_01,Mars,False,E/7/S,TRAPPIST-1e,0.4430379746835443,False,0.04892859635652963,0.0,0.012600034054146092,0.0,0.0010359259105788754,Miloss Mesty,False
0128_01,Mars,False,D/3/S,TRAPPIST-1e,0.7721518987341772,True,0.16423535981014867,0.011203166403917754,0.00038310914353822576,0.014102106390574796,8.287407284631003e-05,Grohs Fles,False
0128_02,Mars,False,E/8/S,TRAPPIST-1e,0.569620253164557,False,0.1467857890695889,0.00020125448629792372,0.0,0.0,0.0,Barave Fles,False
0129_01,Earth,True,G/22/S,PSO J318.5-22,0.27848101265822783,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,True
0133_01,Mars,True,F/29/S,TRAPPIST-1e,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True
0133_02,Mars,False,D/5/S,TRAPPIST-1e,0.45569620253164556,False,0.19110769875061073,0.0,0.0,0.0,0.0,Egrasp Blie,False
0134_01,Earth,False,G/17/P,TRAPPIST-1e,0.24050632911392406,False,0.0,0.000469593801361822,0.031074408309211644,0.0,0.0,Camina Harmontry,True
0136_01,Earth,False,G/23/S,PSO J318.5-22,0.5949367088607594,False,0.006770433447337195,0.014020729212088686,0.00536352800953516,0.0011156729739378794,0.002279037003273526,Alraium Disivering,False
0138_01,Earth,True,G/18/P,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True
0138_02,Earth,False,E/5/P,TRAPPIST-1e,0.43037974683544306,False,0.0,0.0007379331164257203,0.0,0.02516958229203856,0.008577466539593088,Monah Gambs,False
0139_01,Europa,True,C/6/S,55 Cancri e,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,True
0140_01,Earth,True,G/19/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True
0140_02,Earth,False,F/29/P,TRAPPIST-1e,0.3291139240506329,False,0.030711244503385218,0.0,0.0,0.0,0.019143910827497616,Verney Whitakers,False
0141_01,Mars,False,F/30/P,TRAPPIST-1e,0.3924050632911392,False,0.0,0.0,0.004129065213689767,0.0,0.0,Pyrohs Harte,False
0144_01,Earth,False,F/31/S,TRAPPIST-1e,0.25316455696202533,False,0.0,0.01408781404085466,0.008939213349225268,0.0,0.0,Guadae Dayers,True
0146_01,Earth,False,G/25/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False
0147_01,Earth,True,G/26/S,TRAPPIST-1e,0.6329113924050633,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True
0148_01,Mars,False,F/31/P,TRAPPIST-1e,0.5316455696202531,False,0.07482375933552035,0.0,0.0004256768261535842,0.0,0.003149214768159781,Corsh Pashe,False
0149_01,Earth,True,G/27/S,55 Cancri e,0.34177215189873417,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True
0151_01,Earth,True,G/20/P,55 Cancri e,0.4810126582278481,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False
0152_01,Earth,False,F/32/P,TRAPPIST-1e,0.5189873417721519,False,0.0,0.0,0.0,0.0,0.025152281108855094,Andan Estron,False
0160_01,Earth,False,G/22/P,TRAPPIST-1e,0.27848101265822783,False,0.28749912752146295,0.0,0.0,0.0,0.002527659221812456,Gory Atkinney,False
0163_01,Europa,True,B/8/P,TRAPPIST-1e,0.3291139240506329,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True
0163_02,Europa,True,B/8/P,TRAPPIST-1e,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True
0164_01,Earth,False,G/28/S,TRAPPIST-1e,0.7215189873417721,False,0.0034899141481119565,0.05661959547848254,0.0,0.0,0.005593999917125927,Fany Hutchinton,True
0164_02,Earth,True,G/28/S,PSO J318.5-22,0.21518987341772153,False,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False
0165_01,Mars,True,F/37/P,TRAPPIST-1e,0.4430379746835443,False,0.0,0.0,0.0,0.0,0.0,Graven Anche,True
0167_01,Mars,True,F/35/S,TRAPPIST-1e,0.16455696202531644,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True
0167_02,Mars,False,F/35/S,TRAPPIST-1e,0.34177215189873417,False,0.09527465624345641,0.0,0.002043248765537204,0.0009817922170653338,0.005676873989972237,Rios Floaf,False
0169_01,Earth,True,G/23/P,TRAPPIST-1e,0.3924050632911392,False,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False
0170_01,Earth,False,E/10/S,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,0.009862549089610853,0.023494799651928893,Mollie Mcmahoney,False
0171_01,Earth,True,G/30/S,PSO J318.5-22,0.24050632911392406,False,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True
0172_01,Earth,True,G/24/P,TRAPPIST-1e,0.4050632911392405,False,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True
0173_01,Earth,False,E/11/S,TRAPPIST-1e,0.7341772151898734,False,0.0,0.033039278167242475,0.0,0.00022313459478757588,0.0,Hilip Grifford,True
0174_01,Earth,False,F/38/P,55 Cancri e,0.26582278481012656,False,0.02003210721016263,0.0,0.0006810829218457347,0.005132095680114245,0.0072514813740521275,Doryn Lambles,False
0177_01,Europa,False,B/2/S,TRAPPIST-1e,0.4810126582278481,False,0.0,0.3470298192063865,4.256768261535842e-05,0.6680649767940021,0.08747358388928024,Toperon Iniouser,False
0178_01,Mars,False,D/6/S,TRAPPIST-1e,0.4810126582278481,False,0.2382913380330844,0.0,0.0068533969010727055,0.0012495537308104248,0.004931007334355447,Wees Knik,False
0179_01,Earth,False,G/26/P,TRAPPIST-1e,0.24050632911392406,False,6.979828296223913e-05,0.0073457887498742155,0.028648050400136214,8.925383791503035e-05,0.0004558074006547052,Elaney Webstephrey,True
0179_02,Earth,False,G/26/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False
0179_03,Earth,False,G/26/P,TRAPPIST-1e,0.0379746835443038,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True
0181_01,Earth,False,G/27/P,TRAPPIST-1e,0.25316455696202533,False,0.0,0.0,0.00012770304784607525,0.013343448768297038,0.0038122073509302616,Nancis Brighttt,False
0182_01,Europa,True,C/3/P,TRAPPIST-1e,0.3037974683544304,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True
0183_01,Earth,False,F/36/S,TRAPPIST-1e,0.46835443037974683,False,0.0011865708103580652,0.004897192499916144,0.018133832794142685,0.0,0.009613392450171964,Stany Weaves,True
0186_01,Earth,False,G/28/P,TRAPPIST-1e,0.31645569620253167,False,0.004327493543658826,0.0,0.0,0.0,0.039613806820536196,Camiet Shephendry,False
0188_01,Earth,True,G/31/S,TRAPPIST-1e,0.7088607594936709,False,0.0,0.0,0.0,0.0,0.0,Branda Romez,True
0189_01,Earth,False,E/8/P,55 Cancri e,0.620253164556962,False,0.005863055768828087,0.00010062724314896186,0.017069640728758724,0.009014637629418065,0.004060829569469192,Helly Booters,False
0190_01,Earth,True,G/32/S,55 Cancri e,0.13924050632911392,False,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,False
0192_01,Earth,True,G/29/P,TRAPPIST-1e,0.012658227848101266,False,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True
0192_02,Earth,False,G/29/P,TRAPPIST-1e,0.10126582278481013,False,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False
0192_03,Earth,False,G/29/P,TRAPPIST-1e,0.49367088607594933,False,0.0,0.0,0.0004256768261535842,0.04007497322384863,0.0,Lilace Adavisons,False
0193_01,Mars,True,F/41/P,TRAPPIST-1e,0.02531645569620253,False,0.0,0.0,0.0,0.0,0.0,Sps Raf,True
0193_02,Mars,False,F/41/P,TRAPPIST-1e,0.2911392405063291,False,0.0,0.0,0.00034054146092286734,0.047840057122456266,0.0,Frook Raf,False
0193_03,Mars,False,F/41/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Goles Raf,True
0195_01,Mars,False,F/42/P,TRAPPIST-1e,0.49367088607594933,False,0.028338102882669088,0.0,0.03690618082751575,0.0,0.0,Bar Floaf,True
0196_01,Mars,False,D/5/P,PSO J318.5-22,0.31645569620253167,False,0.07342779367627557,0.0,0.030606163800442704,0.0,0.0002900592549620851,Caper Emead,False
0197_01,Europa,False,C/5/P,TRAPPIST-1e,0.45569620253164556,False,0.0,0.032603226780263644,0.0,0.03547840057122456,0.023826295943314132,Astrak Dissper,False
